site_id,region,CELL_ID,cell_type
1867,Eastern Region,704-18679,3.00
1887,Eastern Region,704-18877,3.00
1887,Eastern Region,704-18878,3.00
1887,Eastern Region,704-18879,3.00
1889,Eastern Region,704-18891,3.00
1889,Eastern Region,704-18892,3.00
1889,Eastern Region,704-18893,3.00
2779,Eastern Region,704-27797,3.00
2779,Eastern Region,704-27798,3.00
2779,Eastern Region,704-27799,3.00
2780,Eastern Region,704-27807,3.00
2780,Eastern Region,704-27808,3.00
2780,Eastern Region,704-27809,3.00
2781,Eastern Region,704-27811,3.00
2781,Eastern Region,704-27812,3.00
2781,Eastern Region,704-27813,3.00
2781,Eastern Region,704-27817,3.00
2781,Eastern Region,704-27818,3.00
2781,Eastern Region,704-27819,3.00
2787,Eastern Region,704-27877,3.00
2787,Eastern Region,704-27878,3.00
2787,Eastern Region,704-27879,3.00
2790,Eastern Region,704-27901,3.00
2790,Eastern Region,704-27902,3.00
2790,Eastern Region,704-27903,3.00
2790,Eastern Region,704-27907,3.00
2790,Eastern Region,704-27908,3.00
2790,Eastern Region,704-27909,3.00
2793,Eastern Region,704-27937,3.00
2793,Eastern Region,704-27938,3.00
2793,Eastern Region,704-27939,3.00
2794,Eastern Region,704-27947,3.00
2794,Eastern Region,704-27948,3.00
2794,Eastern Region,704-27949,3.00
2795,Eastern Region,704-27957,3.00
2795,Eastern Region,704-27958,3.00
2795,Eastern Region,704-27959,3.00
2867,Eastern Region,704-28677,3.00
2867,Eastern Region,704-28678,3.00
2867,Eastern Region,704-28679,3.00
2868,Eastern Region,704-28687,3.00
2868,Eastern Region,704-28688,3.00
2868,Eastern Region,704-28689,3.00
3706,Eastern Region,704-37061,3.00
3706,Eastern Region,704-37062,3.00
3706,Eastern Region,704-37063,3.00
3706,Eastern Region,704-37067,3.00
3706,Eastern Region,704-37068,3.00
3706,Eastern Region,704-37069,3.00
3707,Eastern Region,704-37077,3.00
3707,Eastern Region,704-37078,3.00
3707,Eastern Region,704-37079,3.00
3708,Eastern Region,704-37087,3.00
3708,Eastern Region,704-37088,3.00
3708,Eastern Region,704-37089,3.00
3709,Eastern Region,704-37097,3.00
3709,Eastern Region,704-37098,3.00
3709,Eastern Region,704-37099,3.00
3717,Eastern Region,704-37177,3.00
3717,Eastern Region,704-37178,3.00
3717,Eastern Region,704-37179,3.00
3749,Eastern Region,704-37497,3.00
3749,Eastern Region,704-37498,3.00
3749,Eastern Region,704-37499,3.00
3780,Eastern Region,704-37807,3.00
3780,Eastern Region,704-37808,3.00
3780,Eastern Region,704-37809,3.00
3783,Eastern Region,704-37837,3.00
3783,Eastern Region,704-37838,3.00
3783,Eastern Region,704-37839,3.00
3819,Eastern Region,704-38197,3.00
3819,Eastern Region,704-38198,3.00
3819,Eastern Region,704-38199,3.00
3820,Eastern Region,704-38207,3.00
3820,Eastern Region,704-38208,3.00
3820,Eastern Region,704-38209,3.00
3823,Eastern Region,704-38237,3.00
3823,Eastern Region,704-38238,3.00
3823,Eastern Region,704-38239,3.00
3824,Eastern Region,704-38241,3.00
3824,Eastern Region,704-38242,3.00
3824,Eastern Region,704-38243,3.00
3824,Eastern Region,704-38247,3.00
3824,Eastern Region,704-38248,3.00
3824,Eastern Region,704-38249,3.00
3825,Eastern Region,704-38251,3.00
3825,Eastern Region,704-38252,3.00
3825,Eastern Region,704-38253,3.00
3825,Eastern Region,704-38257,3.00
3825,Eastern Region,704-38258,3.00
3825,Eastern Region,704-38259,3.00
3826,Eastern Region,704-38267,3.00
3826,Eastern Region,704-38268,3.00
3826,Eastern Region,704-38269,3.00
3827,Eastern Region,704-38277,3.00
3827,Eastern Region,704-38278,3.00
3827,Eastern Region,704-38279,3.00
3835,Eastern Region,704-38357,3.00
3835,Eastern Region,704-38358,3.00
3835,Eastern Region,704-38359,3.00
3836,Eastern Region,704-38361,3.00
3836,Eastern Region,704-38362,3.00
3836,Eastern Region,704-38363,3.00
3864,Eastern Region,704-38641,3.00
3864,Eastern Region,704-38642,3.00
3864,Eastern Region,704-38643,3.00
3864,Eastern Region,704-38647,3.00
3864,Eastern Region,704-38648,3.00
3864,Eastern Region,704-38649,3.00
3884,Eastern Region,704-38841,3.00
3884,Eastern Region,704-38842,3.00
3884,Eastern Region,704-38843,3.00
3884,Eastern Region,704-38847,3.00
3884,Eastern Region,704-38848,3.00
3884,Eastern Region,704-38849,3.00
3885,Eastern Region,704-38857,3.00
3885,Eastern Region,704-38858,3.00
3885,Eastern Region,704-38859,3.00
3886,Eastern Region,704-38861,3.00
3886,Eastern Region,704-38862,3.00
3886,Eastern Region,704-38863,3.00
3886,Eastern Region,704-38867,3.00
3886,Eastern Region,704-38868,3.00
3886,Eastern Region,704-38869,3.00
4721,Eastern Region,704-47217,3.00
4721,Eastern Region,704-47218,3.00
4721,Eastern Region,704-47219,3.00
4728,Eastern Region,704-47287,3.00
4728,Eastern Region,704-47288,3.00
4728,Eastern Region,704-47289,3.00
4730,Eastern Region,704-47307,3.00
4730,Eastern Region,704-47308,3.00
4730,Eastern Region,704-47309,3.00
4735,Eastern Region,704-47357,3.00
4735,Eastern Region,704-47358,3.00
4735,Eastern Region,704-47359,3.00
4743,Eastern Region,704-47431,3.00
4743,Eastern Region,704-47432,3.00
4743,Eastern Region,704-47433,3.00
4743,Eastern Region,704-47437,3.00
4743,Eastern Region,704-47438,3.00
4743,Eastern Region,704-47439,3.00
4779,Eastern Region,704-47791,3.00
4779,Eastern Region,704-47792,3.00
4779,Eastern Region,704-47793,3.00
4779,Eastern Region,704-47797,3.00
4779,Eastern Region,704-47798,3.00
4779,Eastern Region,704-47799,3.00
4780,Eastern Region,704-47807,3.00
4780,Eastern Region,704-47808,3.00
4780,Eastern Region,704-47809,3.00
4793,Eastern Region,704-47937,3.00
4793,Eastern Region,704-47938,3.00
4793,Eastern Region,704-47939,3.00
4848,Eastern Region,704-48487,3.00
4848,Eastern Region,704-48488,3.00
4848,Eastern Region,704-48489,3.00
4866,Eastern Region,704-48667,3.00
4866,Eastern Region,704-48668,3.00
4866,Eastern Region,704-48669,3.00
4867,Eastern Region,704-48677,3.00
4867,Eastern Region,704-48678,3.00
4867,Eastern Region,704-48679,3.00
4869,Eastern Region,704-48697,3.00
4869,Eastern Region,704-48698,3.00
4869,Eastern Region,704-48699,3.00
625,Eastern Region,704-6257,3.00
625,Eastern Region,704-6258,3.00
625,Eastern Region,704-6259,3.00
638,Eastern Region,704-6381,3.00
638,Eastern Region,704-6382,3.00
638,Eastern Region,704-6383,3.00
638,Eastern Region,704-6387,3.00
638,Eastern Region,704-6388,3.00
638,Eastern Region,704-6389,3.00
641,Eastern Region,704-6411,3.00
641,Eastern Region,704-6412,3.00
641,Eastern Region,704-6413,3.00
641,Eastern Region,704-6417,3.00
641,Eastern Region,704-6418,3.00
641,Eastern Region,704-6419,3.00
649,Eastern Region,704-6497,3.00
649,Eastern Region,704-6498,3.00
649,Eastern Region,704-6499,3.00
653,Eastern Region,704-6537,3.00
653,Eastern Region,704-6538,3.00
653,Eastern Region,704-6539,3.00
675,Eastern Region,704-6757,3.00
675,Eastern Region,704-6758,3.00
675,Eastern Region,704-6759,3.00
690,Eastern Region,704-6901,3.00
690,Eastern Region,704-6902,3.00
690,Eastern Region,704-6903,3.00
690,Eastern Region,704-6907,3.00
690,Eastern Region,704-6908,3.00
690,Eastern Region,704-6909,3.00
691,Eastern Region,704-6911,3.00
691,Eastern Region,704-6912,3.00
691,Eastern Region,704-6913,3.00
691,Eastern Region,704-6917,3.00
691,Eastern Region,704-6918,3.00
691,Eastern Region,704-6919,3.00
721,Eastern Region,704-7211,3.00
721,Eastern Region,704-7212,3.00
721,Eastern Region,704-7213,3.00
735,Eastern Region,704-7357,3.00
735,Eastern Region,704-7358,3.00
735,Eastern Region,704-7359,3.00
775,Eastern Region,704-7751,3.00
775,Eastern Region,704-7752,3.00
775,Eastern Region,704-7753,3.00
775,Eastern Region,704-7754,3.00
775,Eastern Region,704-7755,3.00
775,Eastern Region,704-7756,3.00
775,Eastern Region,704-7757,3.00
775,Eastern Region,704-7758,3.00
775,Eastern Region,704-7759,3.00
776,Eastern Region,704-7767,3.00
776,Eastern Region,704-7768,3.00
776,Eastern Region,704-7769,3.00
786,Eastern Region,704-7861,3.00
786,Eastern Region,704-7862,3.00
786,Eastern Region,704-7863,3.00
786,Eastern Region,704-7867,3.00
786,Eastern Region,704-7868,3.00
786,Eastern Region,704-7869,3.00
787,Eastern Region,704-7877,3.00
787,Eastern Region,704-7878,3.00
787,Eastern Region,704-7879,3.00
793,Eastern Region,704-7937,3.00
793,Eastern Region,704-7938,3.00
793,Eastern Region,704-7939,3.00
797,Eastern Region,704-7977,3.00
797,Eastern Region,704-7978,3.00
797,Eastern Region,704-7979,3.00
812,Eastern Region,704-8127,3.00
812,Eastern Region,704-8128,3.00
812,Eastern Region,704-8129,3.00
819,Eastern Region,704-8197,3.00
819,Eastern Region,704-8198,3.00
819,Eastern Region,704-8199,3.00
820,Eastern Region,704-8201,3.00
820,Eastern Region,704-8202,3.00
820,Eastern Region,704-8203,3.00
820,Eastern Region,704-8207,3.00
820,Eastern Region,704-8208,3.00
820,Eastern Region,704-8209,3.00
821,Eastern Region,704-8217,3.00
821,Eastern Region,704-8218,3.00
821,Eastern Region,704-8219,3.00
823,Eastern Region,704-8237,3.00
823,Eastern Region,704-8238,3.00
823,Eastern Region,704-8239,3.00
824,Eastern Region,704-8247,3.00
824,Eastern Region,704-8248,3.00
824,Eastern Region,704-8249,3.00
835,Eastern Region,704-8357,3.00
835,Eastern Region,704-8358,3.00
835,Eastern Region,704-8359,3.00
836,Volta Region,704-8361,3.00
836,Volta Region,704-8362,3.00
836,Volta Region,704-8363,3.00
838,Eastern Region,704-8381,3.00
838,Eastern Region,704-8382,3.00
838,Eastern Region,704-8383,3.00
838,Eastern Region,704-8387,3.00
838,Eastern Region,704-8388,3.00
838,Eastern Region,704-8389,3.00
840,Eastern Region,704-8407,3.00
840,Eastern Region,704-8408,3.00
840,Eastern Region,704-8409,3.00
845,Eastern Region,704-8451,3.00
845,Eastern Region,704-8452,3.00
845,Eastern Region,704-8453,3.00
845,Eastern Region,704-8457,3.00
845,Eastern Region,704-8458,3.00
845,Eastern Region,704-8459,3.00
846,Eastern Region,704-8461,3.00
846,Eastern Region,704-8462,3.00
846,Eastern Region,704-8463,3.00
846,Eastern Region,704-8467,3.00
846,Eastern Region,704-8468,3.00
846,Eastern Region,704-8469,3.00
847,Eastern Region,704-8477,3.00
847,Eastern Region,704-8478,3.00
847,Eastern Region,704-8479,3.00
848,Eastern Region,704-8487,3.00
848,Eastern Region,704-8488,3.00
848,Eastern Region,704-8489,3.00
849,Eastern Region,704-8491,3.00
849,Eastern Region,704-8492,3.00
849,Eastern Region,704-8493,3.00
849,Eastern Region,704-8497,3.00
849,Eastern Region,704-8498,3.00
849,Eastern Region,704-8499,3.00
850,Eastern Region,704-8507,3.00
850,Eastern Region,704-8508,3.00
850,Eastern Region,704-8509,3.00
855,Eastern Region,704-8557,3.00
855,Eastern Region,704-8558,3.00
855,Eastern Region,704-8559,3.00
867,Eastern Region,704-8677,3.00
867,Eastern Region,704-8678,3.00
867,Eastern Region,704-8679,3.00
883,Eastern Region,704-8837,3.00
883,Eastern Region,704-8838,3.00
883,Eastern Region,704-8839,3.00
1703,Central Region,752-17037,3.00
1703,Central Region,752-17038,3.00
1703,Central Region,752-17039,3.00
1757,Central Region,752-17571,3.00
1757,Central Region,752-17572,3.00
1757,Central Region,752-17573,3.00
1765,Central Region,752-17651,3.00
1765,Central Region,752-17652,3.00
1765,Central Region,752-17653,3.00
1765,Central Region,752-17654,3.00
1765,Central Region,752-17655,3.00
1765,Central Region,752-17656,3.00
1765,Central Region,752-17657,3.00
1765,Central Region,752-17658,3.00
1765,Central Region,752-17659,3.00
NULL,Central Region,752-17797,3.00
NULL,Central Region,752-17798,3.00
NULL,Central Region,752-17799,3.00
1799,Central Region,752-17997,3.00
1799,Central Region,752-17998,3.00
1799,Central Region,752-17999,3.00
1803,Central Region,752-18031,3.00
1803,Central Region,752-18032,3.00
1803,Central Region,752-18033,3.00
1803,Central Region,752-18037,3.00
1803,Central Region,752-18038,3.00
1803,Central Region,752-18039,3.00
1804,Central Region,752-18041,3.00
1804,Central Region,752-18042,3.00
1804,Central Region,752-18043,3.00
1804,Central Region,752-18044,3.00
1804,Central Region,752-18045,3.00
1804,Central Region,752-18046,3.00
1804,Central Region,752-18047,3.00
1804,Central Region,752-18048,3.00
1804,Central Region,752-18049,3.00
1812,Central Region,752-18121,3.00
1812,Central Region,752-18122,3.00
1812,Central Region,752-18123,3.00
1812,Central Region,752-18127,3.00
1812,Central Region,752-18128,3.00
1812,Central Region,752-18129,3.00
1818,Central Region,752-18181,3.00
1818,Central Region,752-18182,3.00
1818,Central Region,752-18183,3.00
1818,Central Region,752-18187,3.00
1818,Central Region,752-18188,3.00
1818,Central Region,752-18189,3.00
1820,Central Region,752-18201,3.00
1820,Central Region,752-18202,3.00
1820,Central Region,752-18203,3.00
1820,Central Region,752-18207,3.00
1820,Central Region,752-18208,3.00
1820,Central Region,752-18209,3.00
1821,Central Region,752-18211,3.00
1821,Central Region,752-18212,3.00
1821,Central Region,752-18213,3.00
1821,Central Region,752-18217,3.00
1821,Central Region,752-18218,3.00
1821,Central Region,752-18219,3.00
1825,Central Region,752-18257,3.00
1825,Central Region,752-18258,3.00
1825,Central Region,752-18259,3.00
1826,Central Region,752-18261,3.00
1826,Central Region,752-18262,3.00
1826,Central Region,752-18263,3.00
1826,Central Region,752-18267,3.00
1826,Central Region,752-18268,3.00
1826,Central Region,752-18269,3.00
1827,Central Region,752-18277,3.00
1827,Central Region,752-18278,3.00
1827,Central Region,752-18279,3.00
1828,Central Region,752-18281,3.00
1828,Central Region,752-18282,3.00
1828,Central Region,752-18283,3.00
1828,Central Region,752-18284,3.00
1828,Central Region,752-18285,3.00
1828,Central Region,752-18286,3.00
1828,Central Region,752-18287,3.00
1828,Central Region,752-18288,3.00
1828,Central Region,752-18289,3.00
1830,Central Region,752-18301,3.00
1830,Central Region,752-18302,3.00
1830,Central Region,752-18303,3.00
1830,Central Region,752-18307,3.00
1830,Central Region,752-18308,3.00
1830,Central Region,752-18309,3.00
1832,Central Region,752-18321,3.00
1832,Central Region,752-18322,3.00
1832,Central Region,752-18323,3.00
1832,Central Region,752-18327,3.00
1832,Central Region,752-18328,3.00
1832,Central Region,752-18329,3.00
1834,Central Region,752-18347,3.00
1834,Central Region,752-18348,3.00
1834,Central Region,752-18349,3.00
1835,Central Region,752-18351,3.00
1835,Central Region,752-18352,3.00
1835,Central Region,752-18353,3.00
1835,Central Region,752-18354,3.00
1835,Central Region,752-18355,3.00
1835,Central Region,752-18356,3.00
1835,Central Region,752-18357,3.00
1835,Central Region,752-18358,3.00
1835,Central Region,752-18359,3.00
1838,Central Region,752-18387,3.00
1838,Central Region,752-18388,3.00
1838,Central Region,752-18389,3.00
2808,Central Region,752-28081,3.00
2808,Central Region,752-28082,3.00
2808,Central Region,752-28083,3.00
2808,Central Region,752-28087,3.00
2808,Central Region,752-28088,3.00
2808,Central Region,752-28089,3.00
2809,Central Region,752-28091,3.00
2809,Central Region,752-28092,3.00
2809,Central Region,752-28093,3.00
2809,Central Region,752-28097,3.00
2809,Central Region,752-28098,3.00
2809,Central Region,752-28099,3.00
2810,Central Region,752-28101,3.00
2810,Central Region,752-28102,3.00
2810,Central Region,752-28103,3.00
2810,Central Region,752-28107,3.00
2810,Central Region,752-28108,3.00
2810,Central Region,752-28109,3.00
2811,Central Region,752-28111,3.00
2811,Central Region,752-28112,3.00
2811,Central Region,752-28113,3.00
2811,Central Region,752-28117,3.00
2811,Central Region,752-28118,3.00
2811,Central Region,752-28119,3.00
2812,Central Region,752-28127,3.00
2812,Central Region,752-28128,3.00
2812,Central Region,752-28129,3.00
2817,Central Region,752-28177,3.00
2817,Central Region,752-28178,3.00
2817,Central Region,752-28179,3.00
2818,Central Region,752-28187,3.00
2818,Central Region,752-28188,3.00
2818,Central Region,752-28189,3.00
2820,Central Region,752-28201,3.00
2820,Central Region,752-28202,3.00
2820,Central Region,752-28203,3.00
2820,Central Region,752-28204,3.00
2820,Central Region,752-28205,3.00
2820,Central Region,752-28206,3.00
2820,Central Region,752-28207,3.00
2820,Central Region,752-28208,3.00
2820,Central Region,752-28209,3.00
2821,Central Region,752-28217,3.00
2821,Central Region,752-28218,3.00
2821,Central Region,752-28219,3.00
2822,Central Region,752-28227,3.00
2822,Central Region,752-28228,3.00
2822,Central Region,752-28229,3.00
2823,Central Region,752-28237,3.00
2823,Central Region,752-28238,3.00
2823,Central Region,752-28239,3.00
2824,Central Region,752-28247,3.00
2824,Central Region,752-28248,3.00
2824,Central Region,752-28249,3.00
2835,Central Region,752-28357,3.00
2835,Central Region,752-28358,3.00
2835,Central Region,752-28359,3.00
2872,Central Region,752-28721,3.00
2872,Central Region,752-28722,3.00
2872,Central Region,752-28723,3.00
2872,Central Region,752-28727,3.00
2872,Central Region,752-28728,3.00
2872,Central Region,752-28729,3.00
2873,Central Region,752-28737,3.00
2873,Central Region,752-28738,3.00
2873,Central Region,752-28739,3.00
2874,Central Region,752-28747,3.00
2874,Central Region,752-28748,3.00
2874,Central Region,752-28749,3.00
2886,Central Region,752-28867,3.00
2886,Central Region,752-28868,3.00
2886,Central Region,752-28869,3.00
2899,Central Region,752-28997,3.00
2899,Central Region,752-28998,3.00
2899,Central Region,752-28999,3.00
3802,Central Region,752-38021,3.00
3802,Central Region,752-38022,3.00
3802,Central Region,752-38023,3.00
3802,Central Region,752-38027,3.00
3802,Central Region,752-38028,3.00
3802,Central Region,752-38029,3.00
3803,Central Region,752-38037,3.00
3803,Central Region,752-38038,3.00
3803,Central Region,752-38039,3.00
3804,Central Region,752-38047,3.00
3804,Central Region,752-38048,3.00
3804,Central Region,752-38049,3.00
3805,Central Region,752-38057,3.00
3805,Central Region,752-38058,3.00
3805,Central Region,752-38059,3.00
3809,Central Region,752-38097,3.00
3809,Central Region,752-38098,3.00
3809,Central Region,752-38099,3.00
3812,Central Region,752-38127,3.00
3812,Central Region,752-38128,3.00
3812,Central Region,752-38129,3.00
3813,Central Region,752-38137,3.00
3813,Central Region,752-38138,3.00
3813,Central Region,752-38139,3.00
3814,Central Region,752-38141,3.00
3814,Central Region,752-38142,3.00
3814,Central Region,752-38143,3.00
3814,Central Region,752-38147,3.00
3814,Central Region,752-38148,3.00
3814,Central Region,752-38149,3.00
3818,Central Region,752-38181,3.00
3818,Central Region,752-38182,3.00
3818,Central Region,752-38183,3.00
3818,Central Region,752-38184,3.00
3818,Central Region,752-38185,3.00
3818,Central Region,752-38186,3.00
3818,Central Region,752-38187,3.00
3818,Central Region,752-38188,3.00
3818,Central Region,752-38189,3.00
3979,Central Region,752-39791,3.00
3979,Central Region,752-39792,3.00
3979,Central Region,752-39793,3.00
3979,Central Region,752-39797,3.00
3979,Central Region,752-39798,3.00
3979,Central Region,752-39799,3.00
3980,Central Region,752-39801,3.00
3980,Central Region,752-39802,3.00
3980,Central Region,752-39803,3.00
3980,Central Region,752-39804,3.00
3980,Central Region,752-39805,3.00
3980,Central Region,752-39806,3.00
3980,Central Region,752-39807,3.00
3980,Central Region,752-39808,3.00
3980,Central Region,752-39809,3.00
4713,Central Region,752-47137,3.00
4713,Central Region,752-47138,3.00
4713,Central Region,752-47139,3.00
4714,Central Region,752-47147,3.00
4714,Central Region,752-47148,3.00
4714,Central Region,752-47149,3.00
4715,Central Region,752-47157,3.00
4715,Central Region,752-47158,3.00
4715,Central Region,752-47159,3.00
4717,Central Region,752-47177,3.00
4717,Central Region,752-47178,3.00
4717,Central Region,752-47179,3.00
4719,Central Region,752-47197,3.00
4719,Central Region,752-47198,3.00
4719,Central Region,752-47199,3.00
4767,Central Region,752-47677,3.00
4767,Central Region,752-47678,3.00
4767,Central Region,752-47679,3.00
4777,Central Region,752-47777,3.00
4777,Central Region,752-47778,3.00
4777,Central Region,752-47779,3.00
4806,Central Region,752-48067,3.00
4806,Central Region,752-48068,3.00
4806,Central Region,752-48069,3.00
4807,Central Region,752-48077,3.00
4807,Central Region,752-48078,3.00
4807,Central Region,752-48079,3.00
4808,Central Region,752-48087,3.00
4808,Central Region,752-48088,3.00
4808,Central Region,752-48089,3.00
4816,Central Region,752-48161,3.00
4816,Central Region,752-48162,3.00
4816,Central Region,752-48163,3.00
4816,Central Region,752-48167,3.00
4816,Central Region,752-48168,3.00
4816,Central Region,752-48169,3.00
4817,Central Region,752-48177,3.00
4817,Central Region,752-48178,3.00
4817,Central Region,752-48179,3.00
4818,Central Region,752-48187,3.00
4818,Central Region,752-48188,3.00
4818,Central Region,752-48189,3.00
4820,Central Region,752-48207,3.00
4820,Central Region,752-48208,3.00
4820,Central Region,752-48209,3.00
4821,Central Region,752-48217,3.00
4821,Central Region,752-48218,3.00
4821,Central Region,752-48219,3.00
4822,Central Region,752-48227,3.00
4822,Central Region,752-48228,3.00
4822,Central Region,752-48229,3.00
4842,Central Region,752-48427,3.00
4842,Central Region,752-48428,3.00
4842,Central Region,752-48429,3.00
881,Central Region,752-50011,3.00
881,Central Region,752-50012,3.00
881,Central Region,752-50013,3.00
881,Central Region,752-50014,3.00
881,Central Region,752-50015,3.00
881,Central Region,752-50016,3.00
881,Central Region,752-50017,3.00
881,Central Region,752-50018,3.00
881,Central Region,752-50019,3.00
1804,Central Region,752-50021,3.00
1804,Central Region,752-50022,3.00
1804,Central Region,752-50023,3.00
1804,Central Region,752-50024,3.00
1804,Central Region,752-50025,3.00
1804,Central Region,752-50026,3.00
1804,Central Region,752-50027,3.00
1804,Central Region,752-50028,3.00
1804,Central Region,752-50029,3.00
6236,Central Region,752-62367,3.00
6236,Central Region,752-62368,3.00
6236,Central Region,752-62369,3.00
6245,Central Region,752-62457,3.00
6245,Central Region,752-62458,3.00
6245,Central Region,752-62459,3.00
710,Central Region,752-7107,3.00
710,Central Region,752-7108,3.00
710,Central Region,752-7109,3.00
748,Central Region,752-7487,3.00
748,Central Region,752-7488,3.00
748,Central Region,752-7489,3.00
756,Central Region,752-7567,3.00
756,Central Region,752-7568,3.00
756,Central Region,752-7569,3.00
757,Central Region,752-7577,3.00
757,Central Region,752-7578,3.00
757,Central Region,752-7579,3.00
758,Central Region,752-7581,3.00
758,Central Region,752-7582,3.00
758,Central Region,752-7583,3.00
758,Central Region,752-7587,3.00
758,Central Region,752-7588,3.00
758,Central Region,752-7589,3.00
759,Central Region,752-7591,3.00
759,Central Region,752-7592,3.00
759,Central Region,752-7593,3.00
759,Central Region,752-7594,3.00
759,Central Region,752-7595,3.00
759,Central Region,752-7596,3.00
759,Central Region,752-7597,3.00
759,Central Region,752-7598,3.00
759,Central Region,752-7599,3.00
760,Central Region,752-7601,3.00
760,Central Region,752-7602,3.00
760,Central Region,752-7603,3.00
760,Central Region,752-7607,3.00
760,Central Region,752-7608,3.00
760,Central Region,752-7609,3.00
761,Central Region,752-7611,3.00
761,Central Region,752-7612,3.00
761,Central Region,752-7613,3.00
761,Central Region,752-7617,3.00
761,Central Region,752-7618,3.00
761,Central Region,752-7619,3.00
762,Central Region,752-7627,3.00
762,Central Region,752-7628,3.00
762,Central Region,752-7629,3.00
763,Central Region,752-7631,3.00
763,Central Region,752-7632,3.00
763,Central Region,752-7633,3.00
763,Central Region,752-7637,3.00
763,Central Region,752-7638,3.00
763,Central Region,752-7639,3.00
766,Central Region,752-7667,3.00
766,Central Region,752-7668,3.00
766,Central Region,752-7669,3.00
767,Central Region,752-7671,3.00
767,Central Region,752-7672,3.00
767,Central Region,752-7673,3.00
767,Central Region,752-7674,3.00
767,Central Region,752-7675,3.00
767,Central Region,752-7676,3.00
767,Central Region,752-7677,3.00
767,Central Region,752-7678,3.00
767,Central Region,752-7679,3.00
768,Central Region,752-7681,3.00
768,Central Region,752-7682,3.00
768,Central Region,752-7683,3.00
768,Central Region,752-7687,3.00
768,Central Region,752-7688,3.00
768,Central Region,752-7689,3.00
806,Central Region,752-8061,3.00
806,Central Region,752-8062,3.00
806,Central Region,752-8063,3.00
806,Central Region,752-8064,3.00
806,Central Region,752-8065,3.00
806,Central Region,752-8066,3.00
806,Central Region,752-8067,3.00
806,Central Region,752-8068,3.00
806,Central Region,752-8069,3.00
814,Central Region,752-8147,3.00
814,Central Region,752-8148,3.00
814,Central Region,752-8149,3.00
830,Central Region,752-8307,3.00
830,Central Region,752-8308,3.00
830,Central Region,752-8309,3.00
832,Central Region,752-8327,3.00
832,Central Region,752-8328,3.00
832,Central Region,752-8329,3.00
856,Central Region,752-8567,3.00
856,Central Region,752-8568,3.00
856,Central Region,752-8569,3.00
857,Central Region,752-8571,3.00
857,Central Region,752-8572,3.00
857,Central Region,752-8573,3.00
857,Central Region,752-8577,3.00
857,Central Region,752-8578,3.00
857,Central Region,752-8579,3.00
858,Central Region,752-8587,3.00
858,Central Region,752-8588,3.00
858,Central Region,752-8589,3.00
860,Central Region,752-8607,3.00
860,Central Region,752-8608,3.00
860,Central Region,752-8609,3.00
862,Central Region,752-8627,3.00
862,Central Region,752-8628,3.00
862,Central Region,752-8629,3.00
880,Central Region,752-8807,3.00
880,Central Region,752-8808,3.00
880,Central Region,752-8809,3.00
881,Central Region,752-8811,3.00
881,Central Region,752-8812,3.00
881,Central Region,752-8813,3.00
881,Central Region,752-8814,3.00
881,Central Region,752-8815,3.00
881,Central Region,752-8816,3.00
881,Central Region,752-8817,3.00
881,Central Region,752-8818,3.00
881,Central Region,752-8819,3.00
892,Central Region,752-8921,3.00
892,Central Region,752-8922,3.00
892,Central Region,752-8923,3.00
892,Central Region,752-8927,3.00
892,Central Region,752-8928,3.00
892,Central Region,752-8929,3.00
894,Central Region,752-8941,3.00
894,Central Region,752-8942,3.00
894,Central Region,752-8943,3.00
894,Central Region,752-8947,3.00
894,Central Region,752-8948,3.00
894,Central Region,752-8949,3.00
895,Central Region,752-8957,3.00
895,Central Region,752-8958,3.00
895,Central Region,752-8959,3.00
898,Central Region,752-8981,3.00
898,Central Region,752-8982,3.00
898,Central Region,752-8983,3.00
898,Central Region,752-8987,3.00
898,Central Region,752-8988,3.00
898,Central Region,752-8989,3.00
1751,Western Region,756-17517,3.00
1751,Western Region,756-17518,3.00
1751,Western Region,756-17519,3.00
1754,Western Region,756-17547,3.00
1754,Western Region,756-17548,3.00
1754,Western Region,756-17549,3.00
1756,Western Region,756-17561,3.00
1756,Western Region,756-17562,3.00
1756,Western Region,756-17563,3.00
1756,Western Region,756-17567,3.00
1756,Western Region,756-17568,3.00
1756,Western Region,756-17569,3.00
1763,Western Region,756-17631,3.00
1763,Western Region,756-17632,3.00
1763,Western Region,756-17633,3.00
1763,Western Region,756-17637,3.00
1763,Western Region,756-17638,3.00
1763,Western Region,756-17639,3.00
1766,Western Region,756-17667,3.00
1766,Western Region,756-17668,3.00
1766,Western Region,756-17669,3.00
1769,Western Region,756-17697,3.00
1769,Western Region,756-17698,3.00
1769,Western Region,756-17699,3.00
1772,Western Region,756-17721,3.00
1772,Western Region,756-17722,3.00
1772,Western Region,756-17723,3.00
1772,Western Region,756-17724,3.00
1772,Western Region,756-17725,3.00
1772,Western Region,756-17726,3.00
1772,Western Region,756-17727,3.00
1772,Western Region,756-17728,3.00
1772,Western Region,756-17729,3.00
1773,Western Region,756-17731,3.00
1773,Western Region,756-17732,3.00
1773,Western Region,756-17733,3.00
1773,Western Region,756-17734,3.00
1773,Western Region,756-17735,3.00
1773,Western Region,756-17736,3.00
1773,Western Region,756-17737,3.00
1773,Western Region,756-17738,3.00
1773,Western Region,756-17739,3.00
1775,Western Region,756-17757,3.00
1775,Western Region,756-17758,3.00
1775,Western Region,756-17759,3.00
1776,Western Region,756-17767,3.00
